rowNumber,sourceGroup,provider,dataset,file,bytes,coverage,confidence,theme,roiScore,duplicateGroupSize,recommendedAction,recommendedPlacement,needsUserDecision,iaItem,rawViewport,cleanedBundle,evidence,url,raw
1117,Open Data NI latest audit,land-property-services-ordnance-survey-of-northern-ireland,osni-open-data-50k-transport-transport-lines,,,confirmed-interactive-or-geospatial,high,transport-infrastructure,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:transport-lines-road-rail,https://admin.opendatani.gov.uk/dataset/bdcc2953-ed72-4f21-b012-43cbd5bbc395/resource/c576a4c4-67d1-45cc-89bf-0f6025ad133e/download/osni_open_data_50k_transport_transport_lines.zip,"opendatani,catalogue-missing,skipped,already-complete,c576a4c4-67d1-45cc-89bf-0f6025ad133e,osni-open-data-50k-transport-transport-lines,land-property-services-ordnance-survey-of-northern-ireland,Shapefile,ZIP,2901966,2901966,0,0,0,0,,land-property-services-ordnance-survey-of-northern-ireland\osni-open-data-50k-transport-transport-lines\osni_open_data_50k_transport_transport_lines.zip,https://admin.opendatani.gov.uk/dataset/bdcc2953-ed72-4f21-b012-43cbd5bbc395/resource/c576a4c4-67d1-45cc-89bf-0f6025ad133e/download/osni_open_data_50k_transport_transport_lines.zip"
1118,Open Data NI latest audit,ulster-wildlife,pond-habitat-network,,,confirmed-interactive-or-geospatial,high,environment-water-geology,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:habitat-pond,https://admin.opendatani.gov.uk/dataset/4773a29d-b525-4e50-acae-b4ffa4047279/resource/c6d37883-4e89-40ff-8c36-f02e75f0c561/download/pon.zip,"opendatani,catalogue-missing,skipped,already-complete,c6d37883-4e89-40ff-8c36-f02e75f0c561,pond-habitat-network,ulster-wildlife,Pond Habitat Network,SHP,375156,375156,0,0,0,0,,ulster-wildlife\pond-habitat-network\pon.zip,https://admin.opendatani.gov.uk/dataset/4773a29d-b525-4e50-acae-b4ffa4047279/resource/c6d37883-4e89-40ff-8c36-f02e75f0c561/download/pon.zip"
1119,Open Data NI latest audit,land-property-services-ordnance-survey-of-northern-ireland,osni-open-data-gazetteer-place-names,,,confirmed-interactive-or-geospatial,high,general-open-data,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:place-names-gazetteer,https://admin.opendatani.gov.uk/dataset/d27903f1-15e6-4c07-8564-ddc655e9c549/resource/c6f62021-3a7f-4b1a-bcbc-b2e29cf620ca/download/osni_open_data_-_gazetteer_-_place_names.zip,"opendatani,catalogue-missing,skipped,already-complete,c6f62021-3a7f-4b1a-bcbc-b2e29cf620ca,osni-open-data-gazetteer-place-names,land-property-services-ordnance-survey-of-northern-ireland,OSNI_Open_Data_Gazetteer_Place_Names.shp,SHP,12180,12180,0,0,0,0,,land-property-services-ordnance-survey-of-northern-ireland\osni-open-data-gazetteer-place-names\osni_open_data_-_gazetteer_-_place_names.zip,https://admin.opendatani.gov.uk/dataset/d27903f1-15e6-4c07-8564-ddc655e9c549/resource/c6f62021-3a7f-4b1a-bcbc-b2e29cf620ca/download/osni_open_data_-_gazetteer_-_place_names.zip"
1120,Open Data NI latest audit,land-property-services-ordnance-survey-of-northern-ireland,osni-open-data-coverage-grid-50k,,,confirmed-interactive-or-geospatial,high,general-open-data,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:osni-coverage-grid-50k,https://admin.opendatani.gov.uk/dataset/672cefe4-1c1b-4789-822d-6a5bcb875f45/resource/c9ed17bd-02cb-4b48-954e-1196908bced0/download/osni_open_data_coverage_grid_50k.zip,"opendatani,catalogue-missing,skipped,already-complete,c9ed17bd-02cb-4b48-954e-1196908bced0,osni-open-data-coverage-grid-50k,land-property-services-ordnance-survey-of-northern-ireland,Shapefile,ZIP,6569,6569,0,0,0,0,,land-property-services-ordnance-survey-of-northern-ireland\osni-open-data-coverage-grid-50k\osni_open_data_coverage_grid_50k.zip,https://admin.opendatani.gov.uk/dataset/672cefe4-1c1b-4789-822d-6a5bcb875f45/resource/c9ed17bd-02cb-4b48-954e-1196908bced0/download/osni_open_data_coverage_grid_50k.zip"
1121,Open Data NI latest audit,northern-ireland-environment-agency-natural-environment-division,special-areas-of-conservation,,,confirmed-interactive-or-geospatial,high,environment-water-geology,20,2,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:designated-sac,https://www.daera-ni.gov.uk/sites/default/files/publications/daera/Special%20Areas%20of%20Conservation%20-%20British%20National%20Grid_1.zip,"opendatani,catalogue-missing,skipped,already-complete,d0799017-41a9-4faa-8068-88a90d0f4c3a,special-areas-of-conservation,northern-ireland-environment-agency-natural-environment-division,Special Areas of Conservation (SACs) - Shapefile - British National Grid,SHP,2394681,2394681,0,0,0,0,,northern-ireland-environment-agency-natural-environment-division\special-areas-of-conservation\Special Areas of Conservation - British National Grid_1.zip,https://www.daera-ni.gov.uk/sites/default/files/publications/daera/Special%20Areas%20of%20Conservation%20-%20British%20National%20Grid_1.zip"
1122,Open Data NI latest audit,department-of-agriculture-environment-and-rural-affairs-marine-and-fisheries-division,ni-coastal-vulnerability-assessment-natural-assets,,,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,https://admin.opendatani.gov.uk/dataset/a26eb8de-cc90-4fa9-b676-f6e583a4fbe7/resource/da3d78ec-7932-48d2-981d-7a4d44919032/download/ni-coastal-vulnerability-assessment-natural-assets.zip,"opendatani,catalogue-missing,skipped,already-complete,da3d78ec-7932-48d2-981d-7a4d44919032,ni-coastal-vulnerability-assessment-natural-assets,department-of-agriculture-environment-and-rural-affairs-marine-and-fisheries-division,NI Coastal Vulnerability Assessment Natural Assets,SHP,203138,203138,0,0,0,0,,department-of-agriculture-environment-and-rural-affairs-marine-and-fisheries-division\ni-coastal-vulnerability-assessment-natural-assets\ni-coastal-vulnerability-assessment-natural-assets.zip,https://admin.opendatani.gov.uk/dataset/a26eb8de-cc90-4fa9-b676-f6e583a4fbe7/resource/da3d78ec-7932-48d2-981d-7a4d44919032/download/ni-coastal-vulnerability-assessment-natural-assets.zip"
1123,Open Data NI latest audit,land-property-services-ordnance-survey-of-northern-ireland,osni-open-data-largescale-boundaries-wards-2012,,,confirmed-interactive-or-geospatial,high,administrative-boundaries,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:wards-2012,https://admin.opendatani.gov.uk/dataset/987e16f4-19bb-4765-807c-abee92ee3439/resource/e6e5fa2a-7a74-439a-847a-d74dad7583ee/download/osni_open_data_largescale_boundaries_wards_2012.zip,"opendatani,catalogue-missing,skipped,already-complete,e6e5fa2a-7a74-439a-847a-d74dad7583ee,osni-open-data-largescale-boundaries-wards-2012,land-property-services-ordnance-survey-of-northern-ireland,Shapefile,ZIP,6434576,6434576,0,0,0,0,,land-property-services-ordnance-survey-of-northern-ireland\osni-open-data-largescale-boundaries-wards-2012\osni_open_data_largescale_boundaries_wards_2012.zip,https://admin.opendatani.gov.uk/dataset/987e16f4-19bb-4765-807c-abee92ee3439/resource/e6e5fa2a-7a74-439a-847a-d74dad7583ee/download/osni_open_data_largescale_boundaries_wards_2012.zip"
1124,Open Data NI latest audit,ulster-wildlife,coastal-saltmarsh-habitat-network,,,confirmed-interactive-or-geospatial,high,environment-water-geology,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:habitat-coastal-saltmarsh,https://admin.opendatani.gov.uk/dataset/05953343-682e-4ae7-87c3-801a092f0587/resource/e9f389fa-129a-42b0-a953-d658181f58c2/download/csm.zip,"opendatani,catalogue-missing,skipped,already-complete,e9f389fa-129a-42b0-a953-d658181f58c2,coastal-saltmarsh-habitat-network,ulster-wildlife,Coastal saltmarsh habitat network,SHP,315549,315549,0,0,0,0,,ulster-wildlife\coastal-saltmarsh-habitat-network\csm.zip,https://admin.opendatani.gov.uk/dataset/05953343-682e-4ae7-87c3-801a092f0587/resource/e9f389fa-129a-42b0-a953-d658181f58c2/download/csm.zip"
1125,Open Data NI latest audit,northern-ireland-environment-agency-natural-environment-division,areas-of-special-scientific-interest,,,confirmed-interactive-or-geospatial,high,environment-water-geology,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,image viewport,defer,map-detail:designated-assi,https://www.daera-ni.gov.uk/sites/default/files/publications/daera/ASSI%20-%20Irish%20National%20Grid_5.zip,"opendatani,catalogue-missing,skipped,already-complete,f54378af-0851-4944-a365-88c876d2c274,areas-of-special-scientific-interest,northern-ireland-environment-agency-natural-environment-division,Areas of Special Scientific Interest (ASSIs),SHP,3029340,3029340,0,0,0,0,,northern-ireland-environment-agency-natural-environment-division\areas-of-special-scientific-interest\ASSI - Irish National Grid_5.zip,https://www.daera-ni.gov.uk/sites/default/files/publications/daera/ASSI%20-%20Irish%20National%20Grid_5.zip"
1126,Open Data NI latest audit,ulster-wildlife,maritime-cliff-and-slope-habitat-network,,,confirmed-interactive-or-geospatial,high,environment-water-geology,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:habitat-maritime-cliff-slope,https://admin.opendatani.gov.uk/dataset/2b89ad59-e650-4eca-b974-19dda42a8572/resource/fa869a31-42db-4296-8bee-0f29590a4deb/download/mcs.zip,"opendatani,catalogue-missing,skipped,already-complete,fa869a31-42db-4296-8bee-0f29590a4deb,maritime-cliff-and-slope-habitat-network,ulster-wildlife,Maritime Cliff and Slope Habitat Network,SHP,197836,197836,0,0,0,0,,ulster-wildlife\maritime-cliff-and-slope-habitat-network\mcs.zip,https://admin.opendatani.gov.uk/dataset/2b89ad59-e650-4eca-b974-19dda42a8572/resource/fa869a31-42db-4296-8bee-0f29590a4deb/download/mcs.zip"
1127,Open Data NI latest audit,ulster-wildlife,coastal-sand-dune-habitat-network,,,confirmed-interactive-or-geospatial,high,environment-water-geology,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:habitat-coastal-sand-dune,https://admin.opendatani.gov.uk/dataset/10a948a6-05d5-498b-853a-430086da439a/resource/fe0e195c-7fe3-4b6f-b6bd-c4d1d838ad76/download/csd.zip,"opendatani,catalogue-missing,skipped,already-complete,fe0e195c-7fe3-4b6f-b6bd-c4d1d838ad76,coastal-sand-dune-habitat-network,ulster-wildlife,coastal sand dune habitat network,SHP,131882,131882,0,0,0,0,,ulster-wildlife\coastal-sand-dune-habitat-network\csd.zip,https://admin.opendatani.gov.uk/dataset/10a948a6-05d5-498b-853a-430086da439a/resource/fe0e195c-7fe3-4b6f-b6bd-c4d1d838ad76/download/csd.zip"
1128,Open Data NI latest audit,ulster-wildlife,wood-pasture-and-parkland-habitat-network,,,confirmed-interactive-or-geospatial,high,environment-water-geology,20,1,already-interactive-on-site,no new map; add source/variant metadata only if provider/version differs,no,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,defer,map-detail:habitat-wood-pasture-parkland,https://admin.opendatani.gov.uk/dataset/89653a85-4d13-4cc7-a643-1fb6e7cad0fa/resource/ffd725e2-702f-4ad4-83fd-168bdbca55e8/download/wpp.zip,"opendatani,catalogue-missing,skipped,already-complete,ffd725e2-702f-4ad4-83fd-168bdbca55e8,wood-pasture-and-parkland-habitat-network,ulster-wildlife,Wood Pasture and Parkland Habitat Network,SHP,1027262,1027262,0,0,0,0,,ulster-wildlife\wood-pasture-and-parkland-habitat-network\wpp.zip,https://admin.opendatani.gov.uk/dataset/89653a85-4d13-4cc7-a643-1fb6e7cad0fa/resource/ffd725e2-702f-4ad4-83fd-168bdbca55e8/download/wpp.zip"
1129,Open Data NI latest audit,,agglomeration-airport-laeq-16h,,,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,https://opendata-daerani.hub.arcgis.com/api/download/v1/items/83aa9ed65b38433d901d99051e358162/shapefile?layers=7,"opendatani,manifest-failed,queued,,04a29ace-3d95-4995-862b-dc46103d77a3,agglomeration-airport-laeq-16h,,,SHP,0,0,0,0,0,0,,""Department of Agriculture, Environment and Rural Affairs\agglomeration-airport-laeq-16h\shapefile"",https://opendata-daerani.hub.arcgis.com/api/download/v1/items/83aa9ed65b38433d901d99051e358162/shapefile?layers=7"
1130,Open Data NI latest audit,,major-roads-lday,,,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,https://opendata-daerani.hub.arcgis.com/api/download/v1/items/48506a993ec84c71a925ee5bcd5ce45d/shapefile?layers=3,"opendatani,manifest-failed,queued,,090b82d9-1cd7-4356-b215-92b2e7954b36,major-roads-lday,,,SHP,0,0,0,0,0,0,,""Department of Agriculture, Environment and Rural Affairs\major-roads-lday\shapefile"",https://opendata-daerani.hub.arcgis.com/api/download/v1/items/48506a993ec84c71a925ee5bcd5ce45d/shapefile?layers=3"
1131,Open Data NI latest audit,,major-airport-lnight,,,not-found-in-site-manifests,none,environment-water-geology,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,https://opendata-daerani.hub.arcgis.com/api/download/v1/items/dc6fd2caba6e4779ba8c6886502b1f58/shapefile?layers=0,"opendatani,manifest-failed,queued,,0a0b11ab-1ae8-4953-b52d-7fe4c79bc901,major-airport-lnight,,,SHP,0,0,0,0,0,0,,""Department of Agriculture, Environment and Rural Affairs\major-airport-lnight\shapefile"",https://opendata-daerani.hub.arcgis.com/api/download/v1/items/dc6fd2caba6e4779ba8c6886502b1f58/shapefile?layers=0"
1132,Open Data NI latest audit,,nisra-open-data-boundaries-super-output-areas-2011,,,probable-interactive-or-geospatial,medium,administrative-boundaries,75,1,review-probable-duplicate-or-variant,compare geometry/provider/date against likely parent; merge as variant if materially different,maybe,civgraph-open-data-ni-raw-sources,download-only raw source; converted MapLibre layer if approved,R2/CDN only if variant gets a converted tile/query bundle,map-detail:soa-2011,https://www.nisra.gov.uk/sites/nisra.gov.uk/files/publications/SOA2011_Esri_Shapefile_0.zip,"opendatani,manifest-failed,queued,,0eb52f02-a573-4844-b4db-fe67f59eb2a9,nisra-open-data-boundaries-super-output-areas-2011,,,SHP,0,0,0,0,0,0,,Northern Ireland Statistics and Research Agency\nisra-open-data-boundaries-super-output-areas-2011\SOA2011_Esri_Shapefile_0.zip,https://www.nisra.gov.uk/sites/nisra.gov.uk/files/publications/SOA2011_Esri_Shapefile_0.zip"
